Move Name,Gen,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
foresight,2,Neutralizes the foe's evasive-ness. Also makes the Ghost type vulnerable to physical attacks.,Negates accuracy reduction moves.,Negates the foe's efforts to heighten evasiveness.,Completely negates the foe's efforts to heighten its ability to evade.,Foils the target's efforts to heighten evasiveness.,Enables the user to hit a Ghost type with any type of move. It also enables the user to hit an evasive foe.,Enables a Ghost-type target to be hit by Normal- and Fighting-type attacks. It also enables an evasive target to be hit.,Enables a Ghost-type target to be hit by Normal- and Fighting-type attacks. This also enables an evasive target to be hit.,"This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.",,,,,,,,,,,,,,,
destiny_bond,2,A move that causes the opponent to faint if the user faints after using this move.,The foe faints if the user does.,"If the user faints, the foe is also made to faint.","If the user faints, the foe delivering the final hit also faints.","When this move is used, if the user faints, the foe that landed the knockout hit also faints.","When this move is used, if the user faints, the Pokemon that landed the knockout hit also faints.","After using this move, if the user faints, the Pokemon that landed the knockout hit also faints. Its chance of failing rises if it is used in succession.",,,,,,,,,,,,,,,,,
perish_song,2,A malevolent melody that causes both the user and the opponent to faint in three turns.,Both user and foe faint in 3 turns.,Any Pokemon hearing this song faints in 3 turns.,Any battler that hears this faints in three turns unless it switches.,Any Pokemon that hears this song faints in three turns unless it switches out of battle.,"Any Pokemon that hears this song faints in three turns, unless it switches out of battle.",,,,,,,,,,,,,,,,,,
icy_wind,2,An Ice-type attack. It is guaranteed to reduce the target's Speed if it hits.,An icy attack that lowers Speed.,A chilling attack that lowers the foe's Speed.,A chilling wind is used to attack. It also lowers the Speed stat.,The user attacks with a gust of chilled air. It also lowers the target's Speed stat.,The user attacks with a gust of chilled air. It also reduces the targets' Speed stat.,The user attacks with a gust of chilled air. This also lowers the opposing Pokemon's Speed stats.,The user attacks with a gust of chilled air. This also lowers opposing Pokemon's Speed stats.,,,,,,,,,,,,,,,,
detect,2,"Allows user to completely evade attack. If used consecutively, its success rate decreases.",Evades attack that turn. It may fail.,"Evades attack, but may fail if used in succession.",Enables the user to evade all attacks. It may fail if used in succession.,It enables the user to evade all attacks. Its chance of failing rises if it is used in succession.,Enables the user to evade all attacks. Its chance of failing rises if it is used in succession.,This move enables the user to protect itself from all attacks. Its chance of failing rises if it is used in succession.,,,,,,,,,,,,,,,,,
bone_rush,2,A Ground-type attack. The attacker uses a bone to club the foe two to five times.,An attack that hits 2-5 times.,Strikes the foe with a bone in hand 2 to 5 times.,The user strikes the foe with a bone in hand two to five times.,Strikes the target with a bone in hand 2 to 5 times.,The user strikes at the foe with a hard bone two to five times in a row.,The user strikes the target with a hard bone two to five times in a row.,,,,,,,,,,,,,,,,,
lock_on,2,An attack that locks on to the target to ensure that the next attack will hit without fail.,Ensures the next attack will hit.,Locks on to the foe to ensure the next move hits.,"The user locks on to the foe, making the next move sure to hit.",Locks onto the target to ensure the next move hits.,The user takes sure aim at the foe. It ensures the next attack does not fail to hit the target.,The user takes sure aim at the target. It ensures the next attack does not fail to hit the target.,The user takes sure aim at the target. This ensures the next attack does not miss the target.,,,,,,,,,,,,,,,,
outrage,2,"An attack that lasts two to three turns. Afterwards, the attacker will become confused.",Works 2-3 turns and confuses user.,A rampage of 2 to 3 turns that confuses the user.,"The user thrashes about for two to three turns, then becomes confused.","The user rampages and attacks for two to three turns. However, it then becomes confused.","The user rampages and attacks for two to three turns. It then becomes confused, however.",The user rampages and attacks for two to three turns. The user then becomes confused.,,,,,,,,,,,,,,,,,
sandstorm,2,An attack that creates a sandstorm. The effect causes damage to both combatants.,Inflicts damage every turn.,Causes a sandstorm that rages for several turns.,"A 5-turn sandstorm that damages all types except Rock, Ground and Steel.","A five-turn sandstorm is summoned to hurt all combatant types except Rock, Ground, and Steel.","A five-turn sandstorm is summoned to hurt all combatants except the Rock, Ground, and Steel types.","A five-turn sandstorm is summoned to hurt all combatants except the Rock, Ground, and Steel types. It raises the Sp. Def stat of Rock types.","A five-turn sandstorm is summoned to hurt all combatants except Rock, Ground, and Steel types. It raises the Sp. Def stat of Rock types.",,,,,,,,,,,,,,,,
giga_drain,2,Half of the HP drained from the target is added to the attacker's HP.,Steals 1/2 of the damage inflicted.,An attack that steals half the damage inflicted.,A harsh attack that absorbs half the damage it inflicted to restore HP.,A nutrient-draining attack. The user's HP is restored by half the damage taken by the target.,,,,,,,,,,,,,,,,,,,
endure,2,Always leaves the user with at least one HP. Success rate decreases if used repeatedly.,Always leaves at least 1HP.,"Endures any attack for 1 turn, leaving at least 1 HP.",The user endures any hit with 1 HP left. It may fail if used in succession.,"The user endures any attack, leaving 1 HP. Its chance of failing rises if it is used in succession.",The user endures any attack with at least 1 HP. Its chance of failing rises if it is used in succession.,,,,,,,,,,,,,,,,,,
charm,2,"A move that charms the target into complacency, sharply reducing its Attack power.",Sharply lowers the foe's Attack.,Charms the foe and sharply reduces its Attack.,"The foe is charmed by the user's cute appeals, sharply cutting its Attack.","Charms the target, sharply reducing its Attack.","The user charmingly stares at the foe, making it less wary. The target's Attack is sharply lowered.","The user gazes at the target rather charmingly, making it less wary. The target's Attack is harshly lowered.","The user gazes at the target rather charmingly, making it less wary. This harshly lowers its Attack stat.","The user gazes at the target rather charmingly, making it less wary. This harshly lowers the target's Attack stat.",,,,,,,,,,,,,,,
rollout,2,"Attacks for five turns, growing more powerful each time. Power returns to normal if it misses.",Attacks five turns with rising power.,An attack lasting 5 turns with rising intensity.,A 5-turn rolling attack that becomes stronger each time it hits.,The user continually rolls into the foe over five turns. It becomes stronger each time it hits.,The user continually rolls into the target over five turns. It becomes stronger each time it hits.,The user continually rolls into the target over five turns. It becomes more powerful each time it hits.,,,,,,,,,,,,,,,,,
false_swipe,2,A move that adjusts Attack so that the foe has one HP left. Can't cause the foe to faint.,Leaves the foe with at least 1HP.,An attack that leaves the foe with at least 1 HP.,A restrained attack that always leaves the foe with at least 1 HP.,An attack that leaves the target with at least 1 HP.,A restrained attack that prevents the foe from fainting. The target is left with at least 1 HP.,A restrained attack that prevents the target from fainting. The target is left with at least 1 HP.,,,,,,,,,,,,,,,,,
